state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CATEGORY
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,-1951,-2648,-4545,-1452,3531,2729,-1364,-1760,1788,6408,11985,12964,21594,23459,35909,65994,58693,NA,Revenue Deficit
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-369,-238,-1386,-3459,-4337,6254,16227,-6744,NA,Revenue Deficit
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-394,-633,-851,-904,-947,-1406,-809,-1668,-1837,-1701,-1797,-1558,-898,289,-142,2375,2315,1717,NA,Revenue Deficit
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6993,1268,-4901,-3449,-1862,-7047,-3508,-6985,-5180,-10067,-22394,-14340,-20283,-12552,-28250,-67560,13161,-23210,NA,Revenue Deficit
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,74,-896,-637,-240,1171,13,-716,-1787,-1104,917,1852,383,1978,980,2136,3080,-115,NA,Revenue Deficit
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8228,7391,8333,8147,14709,21578,17274,14571,13815,18915,17137,9095,16085,9807,10399,19661,34345,26755,NA,Revenue Deficit
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2735,-4328,-4438,-5142,-4590,-6550,-10642,-4428,-4902,-5614,-6075,-8656,-5044,-4913,-6261,-7499,3771,-1271,NA,Revenue Deficit
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,43,65,112,242,340,451,-95,175,42,197,75,-196,-14,55,653,484,NA,Revenue Deficit
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,1292,-1637,1198,4349,5096,2129,4841,5846,5131,21740,12014,19211,18526,20099,22031,32343,14290,NA,Primary Deficit
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,99,-294,-171,115,274,-409,705,-40,1293,-870,-605,-1244,-154,1450,418,-137,-248,NA,Primary Deficit
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,-1866,-2227,-2302,-3000,2211,78,-428,-598,1584,3096,-5624,3162,6087,935,10377,24308,7964,NA,Primary Deficit
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2232,51,-395,-2002,-1246,1588,-349,1611,2117,2893,5050,4964,8288,5251,3736,1250,30786,7993,NA,Primary Deficit
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,-536,-1058,-1012,-51,664,-1608,-394,1504,3707,6412,3295,1360,3712,4640,12999,16597,10990,NA,Primary Deficit
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,203,60,94,303,654,-85,175,347,464,-57,407,-213,366,458,423,2485,3981,NA,Primary Deficit
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618,127,-1283,-2713,2554,6563,5446,93,4331,5091,3374,6715,-1317,2412,6182,2133,26960,4861,NA,Primary Deficit
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1029,-1814,-3444,-1082,4219,7354,3940,3153,5617,2464,5658,23195,15743,7153,8360,14931,7270,14228,NA,Primary Deficit
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,-842,-748,-1151,384,828,-117,-497,609,1531,1351,-991,2480,82,-522,1368,2370,2772,NA,Primary Deficit
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167,288,260,578,726,203,84,1310,1509,1553,2076,4341,1609,-1885,7999,4359,16362,-490,NA,Primary Deficit
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2876,4199,4480,4235,1615,-453,2679,-342,1013,-392,3635,8202,5934,7270,1625,2726,4599,4024,NA,Primary Deficit
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194,-78,452,826,4200,5661,5047,6239,7674,9255,10173,8422,16632,17171,23019,19646,35702,32079,NA,Primary Deficit
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,382,-368,1771,1687,2579,2041,6521,7798,8679,8872,6708,14332,11717,10210,4623,14663,8757,NA,Primary Deficit
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831,1151,-1275,-1407,242,1745,223,460,3849,3490,4280,5974,18583,11700,8921,18754,35807,29495,NA,Primary Deficit
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9641,8283,-103,-15025,1699,12045,3209,2465,-5336,4811,7862,2593,10085,-9057,-11006,20326,50495,23643,NA,Primary Deficit
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,34,186,-401,-97,410,204,650,-432,-718,128,-175,5,-223,340,45,3120,3347,NA,Primary Deficit
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,-12,-129,25,223,-8,84,780,81,11,573,89,177,-454,1369,345,689,524,NA,Primary Deficit
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,212,-38,183,-131,57,394,-61,292,465,734,-783,-593,-19,-16,881,1805,427,NA,Primary Deficit
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31,53,-124,127,27,159,-82,122,203,-34,-421,11,-340,-232,311,615,2086,339,NA,Primary Deficit
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1966,-3421,-4012,-4493,-2556,-779,-2404,-3198,-2811,1745,2668,3720,5342,4371,4357,12756,10605,12465,NA,Primary Deficit
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,-1060,232,77,1789,1159,1628,2210,2515,970,1881,7578,41198,-2840,-247,-741,9876,3924,NA,Primary Deficit
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,-60,-1732,-2535,749,3530,-3243,-4266,194,6126,8537,51062,28641,5622,12778,14011,33177,19292,NA,Primary Deficit
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,46,-18,-53,91,14,129,-11,-133,-156,36,258,-411,100,209,1572,1441,1036,NA,Primary Deficit
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,-2308,-1550,-2400,2585,5140,8707,8403,6314,8179,12613,15237,35638,13828,18578,28198,67944,59021,NA,Primary Deficit
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184,10940,26622,15678,14358,17365,27784,27925,NA,Primary Deficit
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115,-260,-519,-379,-124,-483,-198,-752,-869,-637,367,921,1625,1185,321,2137,2745,2307,NA,Primary Deficit
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,980,-861,2974,9138,6704,3032,-49,2318,6267,13649,37027,29053,-1326,3161,-45896,42472,46600,NA,Primary Deficit
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356,1071,-78,646,657,1445,363,-12,-490,594,3421,3154,1744,3949,2846,3153,5327,2932,NA,Primary Deficit
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,-152,552,17,1489,11650,5718,1809,1576,4591,5757,-2224,-317,857,4574,5163,18757,28206,NA,Primary Deficit
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,-1918,-1800,-463,312,1077,-3309,-372,-578,1118,-2993,-4142,-1832,-2984,-5104,-2335,9617,7331,NA,Primary Deficit
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,211,114,110,288,378,434,-232,59,117,84,-57,-489,-405,-309,244,-1,NA,Primary Deficit
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16254,19207,23926,28794,33358,35176,45140,53283,59875,64124,42618,39907,44181,52414,58677,57601,57359,85265,NA,Tax Revenue
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,62,78,98,136,173,215,318,316,435,462,535,709,1747,1274,1229,1500,1900,NA,Tax Revenue
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2713,3232,3483,3360,4150,4987,5930,7638,8250,8995,9450,10107,12080,15467,16422,16529,18678,21178,NA,Tax Revenue
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342,3561,4033,5086,6173,8090,9870,12612,16253,19961,20750,25449,23742,29708,30858,30144,34750,35050,NA,Tax Revenue
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3228,4052,5046,5618,6594,7123,9005,10712,13034,14343,15707,17075,18945,21989,21889,22118,22550,25750,NA,Tax Revenue
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,1096,1292,1359,1694,1762,2140,2551,2940,3582,3896,3975,4261,4988,4871,4701,5164,5473,NA,Tax Revenue
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12958,15698,18465,21886,23557,26740,36339,44252,53897,56372,61340,62649,64443,73646,80565,79008,83410,111693,NA,Tax Revenue
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7440,9079,10928,11618,11655,13220,16790,20399,23559,25567,27635,30929,34026,41836,42744,42825,46529,52887,NA,Tax Revenue
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252,1497,1656,1958,2242,2575,3642,4108,4626,5121,5940,6696,7039,7593,7680,7624,7917,9282,NA,Tax Revenue
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1689,1903,2299,2693,3075,3483,4745,5832,6273,6334,7326,7819,10797,10104,9467,10837,16276,NA,Tax Revenue
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402,2888,3128,3550,5084,5560,5967,6954,8224,9380,10350,11479,13299,14488,14752,16771,20844,23256,NA,Tax Revenue
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16072,18632,23301,25987,27646,30579,38473,46476,53754,62604,70180,75550,82956,90335,97537,102363,94942,111494,NA,Tax Revenue
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8964,9779,11942,13669,15990,17625,21722,25719,30077,31995,35233,38995,42176,48160,51019,50323,45272,71833,NA,Tax Revenue
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7773,9115,10473,12018,13614,17273,21419,26973,30582,33552,36567,40214,44194,49943,52125,55824,53147,64914,NA,Tax Revenue
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30606,33540,40099,47528,52030,59106,75027,87608,103449,108598,115064,126608,136592,171686,188341,188945,184519,243490,NA,Tax Revenue
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,95,122,147,170,196,267,368,333,473,517,552,587,1210,1150,1204,1377,2055,NA,Tax Revenue
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,253,305,319,369,444,571,698,848,949,939,1057,1186,1887,1890,1891,2377,2579,NA,Tax Revenue
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,55,68,78,95,108,130,179,223,230,267,358,442,859,796,731,662,720,NA,Tax Revenue
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,106,119,131,156,181,227,304,340,333,389,427,511,977,921,960,944,1272,NA,Tax Revenue
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4177,5002,6065,6856,7995,8982,11193,13443,15034,16892,19828,22527,22852,31070,31015,32315,32500,37500,NA,Tax Revenue
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6945,8989,9017,9899,11150,12039,16828,18841,22588,24079,25570,26690,27747,31496,31811,29995,30409,37434,NA,Tax Revenue
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8415,9880,11608,13275,14943,16414,20758,25377,30503,33478,38673,42713,44372,54342,58205,59245,68885,90050,NA,Tax Revenue
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,147,173,198,185,223,279,294,435,525,528,567,653,938,948,970,906,1195,NA,Tax Revenue
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19357,23326,27771,29619,33684,36547,47782,59517,71254,73718,78657,80476,85941,96472,106138,107462,109969,126644,NA,Tax Revenue
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29288,39975,48408,58177,65040,67597,76196,92910,NA,Tax Revenue
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,296,342,371,443,527,622,858,1005,1074,1174,1332,1422,1859,1862,2102,2173,2412,NA,Tax Revenue
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15693,18858,22998,24959,28659,33878,41355,52613,58098,66582,74172,81106,85966,109605,122816,122826,124867,186345,NA,Tax Revenue
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,1785,2514,2739,3045,3559,4405,5616,6414,7355,8338,9378,10897,10880,12346,11513,10791,12754,NA,Tax Revenue
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9924,10388,11695,13126,14419,16900,21129,24938,32808,35831,39412,42492,45466,57701,61831,60669,59887,75416,NA,Tax Revenue
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7106,8939,10156,11783,12181,13448,16478,19972,23432,25919,26604,30225,31140,35717,36625,36566,29300,43000,NA,Tax Revenue
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,570,653,725,868,1497,1588,1917,1905,1993,2260,2401,2473,2597,2475,2458,2639,NA,Tax Revenue
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7091,7008,7280,7589,8057,8914,9675,10561,11662,12911,10007,9848,11697,13847,15342,17653,22026,22740,NA,Interest Payments
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,156,188,155,216,227,400,282,272,313,351,416,399,467,526,615,787,826,NA,Interest Payments
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404,1510,1516,1512,1593,1833,1912,2074,2115,2198,2334,2618,2964,3205,3844,4439,5802,7064,NA,Interest Payments
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3474,3649,3416,3707,3753,3685,4319,4304,4428,5459,6129,7098,8191,9054,10071,10991,12951,14517,NA,Interest Payments
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,962,1026,1140,1078,1095,1198,1193,1153,1351,1664,2149,2687,3098,3653,4970,6241,6471,NA,Interest Payments
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,400,427,447,510,583,650,705,801,891,1008,1075,1148,1244,1345,1465,1756,1894,NA,Interest Payments
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079,6143,6932,7484,7884,8590,9627,10934,12161,13332,14946,16300,17797,18954,20183,22449,24421,25922,NA,Interest Payments
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,2100,2265,2346,2339,2737,3319,4001,4744,5850,6928,8284,10542,11961,13552,15588,17643,19776,NA,Interest Payments
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641,1563,1669,1703,1894,1956,1950,2130,2370,2481,2849,3155,3359,3788,4022,4234,4623,5018,NA,Interest Payments
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1300,1201,2031,1600,2023,2283,2383,2707,3001,3533,3719,4567,4663,5209,5887,6788,7690,NA,Interest Payments
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,720,777,1982,2137,2236,2160,2267,2391,2614,2929,3320,4172,4662,4628,5308,5644,6187,NA,Interest Payments
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794,3765,4236,4506,4532,5213,5641,6062,6833,7837,9404,10746,12033,13930,15423,18519,22619,27161,NA,Interest Payments
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3613,3799,4190,4330,4660,5292,5690,6294,7205,8265,9770,11111,12117,15120,16748,19215,20286,21940,NA,Interest Payments
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661,3422,4029,4191,4192,4454,5049,5300,5574,6391,7071,8091,9079,11045,12696,14217,16459,20943,NA,Interest Payments
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8979,9347,11656,12204,12299,14110,15648,17505,19076,21207,23965,25771,28532,33018,34021,33561,37202,42998,NA,Interest Payments
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,238,289,299,314,323,365,397,433,445,473,516,544,563,577,664,623,629,NA,Interest Payments
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,191,203,189,212,234,257,286,314,372,405,466,522,591,657,759,843,1047,NA,Interest Payments
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,185,229,208,226,254,251,274,288,284,306,369,341,339,369,343,371,384,NA,Interest Payments
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,254,280,270,314,363,394,417,451,494,555,586,635,678,772,814,919,1061,NA,Interest Payments
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332,3697,3188,3169,2890,3044,3061,2576,2807,2888,2810,3343,4035,4988,5800,6063,7160,8000,NA,Interest Payments
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3982,3715,4152,4527,4902,5011,5515,6280,6831,7820,8960,9782,11642,15334,16306,17567,18589,20316,NA,Interest Payments
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5172,5210,5702,5943,6224,6769,7369,7892,8340,9063,10463,12008,17677,19720,21695,23643,25431,28360,NA,Interest Payments
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,103,115,118,143,154,187,191,199,209,240,262,324,362,433,510,562,689,NA,Interest Payments
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755,4559,5506,6086,5963,6667,7940,8871,10205,12405,14550,17391,20533,26012,28757,31980,36554,41603,NA,Interest Payments
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5227,7558,8609,10836,12586,14386,14615,17584,NA,Interest Payments
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,371,388,396,394,409,447,493,533,591,682,729,794,887,1019,1125,1340,1374,NA,Interest Payments
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11873,9098,10477,10820,11375,11988,14216,15481,16921,17412,18864,21448,26936,29136,32042,34813,38379,43530,NA,Interest Payments
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,808,964,1096,1188,1338,1480,1769,2089,2056,2406,2971,3723,3987,4475,4504,5475,6053,NA,Interest Payments
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9623,9753,10879,11384,12069,13305,13817,15896,17571,20757,21588,23115,25703,28074,28911,31668,33593,32658,NA,Interest Payments
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569,1673,2210,2504,2512,2473,2580,2917,2863,2824,2774,2810,2883,2871,2867,2752,2874,3334,NA,Interest Payments
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,187,217,261,287,331,390,451,477,538,552,578,686,707,690,775,801,NA,Interest Payments
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756,4691,6488,7064,9683,7803,10720,11694,15999,15473,10976,4920,5193,3814,4396,3315,3310,7050,NA,Non Tax Revenue
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,202,297,657,772,511,530,361,284,405,458,392,545,366,609,651,615,850,NA,Non Tax Revenue
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,1459,1859,2135,2272,2753,2373,2867,2474,2705,2413,2742,4353,4072,8221,5539,4731,6098,NA,Non Tax Revenue
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,522,511,526,1153,1670,986,890,1135,1545,1558,2186,2403,3507,4131,3700,7839,5505,NA,Non Tax Revenue
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,1230,1451,2020,2202,3043,3835,4058,4616,5101,4875,5215,5669,6340,7703,7934,8495,9250,NA,Non Tax Revenue
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,761,918,1043,1236,1731,2269,2312,1833,1662,2326,2432,2712,3033,2874,2738,3820,5009,NA,Non Tax Revenue
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090,3353,4949,4609,5099,5452,4915,5277,6017,7018,9543,10194,13346,15074,13417,18104,12811,16802,NA,Non Tax Revenue
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544,2459,4591,5097,3238,2741,3421,4722,4673,4975,4613,4752,6196,9113,7976,7400,7763,10851,NA,Non Tax Revenue
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,690,1337,1822,1756,1784,1695,1915,1377,1785,2081,1837,1717,2364,2830,2502,2268,2754,NA,Non Tax Revenue
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,727,604,985,1127,1294,1093,2002,2160,2870,1978,3913,4072,4362,4349,4260,9793,18209,NA,Non Tax Revenue
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,1391,1434,1599,2195,3015,3130,3038,3536,3753,4335,5853,5351,7847,8258,8750,12713,13500,NA,Non Tax Revenue
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4472,3875,4098,3358,3159,3334,3358,4087,3966,4032,4688,5355,5795,6477,6773,7681,7730,8258,NA,Non Tax Revenue
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,937,938,1210,1559,1852,1931,2592,4199,5575,7284,8425,9700,11200,11783,12265,9121,14336,NA,Non Tax Revenue
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4462,2208,2658,2738,3343,6382,5720,7483,7000,7705,10375,8569,9087,9061,13288,10350,9715,11742,NA,Non Tax Revenue
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4119,5935,7518,16948,9790,8353,8225,8168,9984,11352,12581,13423,12709,16680,15844,14297,15147,26650,NA,Non Tax Revenue
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,76,181,165,253,240,260,312,232,261,184,149,165,174,166,135,194,388,NA,Non Tax Revenue
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,146,184,199,225,275,302,368,485,598,343,229,685,367,428,530,690,694,NA,Non Tax Revenue
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,120,133,130,159,127,147,168,213,194,242,298,365,391,450,522,773,852,NA,Non Tax Revenue
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,97,91,119,181,126,183,233,207,217,271,256,346,389,255,339,255,283,NA,Non Tax Revenue
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346,1532,2588,2654,3176,3212,4780,6443,8078,8379,8071,8711,8043,8398,14277,14647,21000,20000,NA,Non Tax Revenue
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5358,4536,3973,5254,5784,5653,5330,1400,2629,3191,2880,2650,5863,4318,7582,6654,4633,7758,NA,Non Tax Revenue
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146,2738,3431,4054,3888,4558,6294,9175,12134,13575,13229,10928,11616,15734,18603,15714,15724,17698,NA,Non Tax Revenue
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992,990,1085,1414,1205,1356,1138,1045,807,794,698,413,452,654,658,693,580,775,NA,Non Tax Revenue
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,2601,3423,3304,5712,5027,4651,5684,6554,9343,8351,8918,9914,10764,14200,12888,12683,14139,NA,Non Tax Revenue
